fpr	tpr
0.01098901098901099	0.0
0.02197802197802198	0.0
0.03296703296703297	0.0
0.04395604395604396	0.0
0.04395604395604396	0.0056179775280898875
0.054945054945054944	0.0056179775280898875
0.06593406593406594	0.0056179775280898875
0.07692307692307693	0.0056179775280898875
0.07692307692307693	0.011235955056179775
0.08791208791208792	0.011235955056179775
0.0989010989010989	0.011235955056179775
0.0989010989010989	0.016853932584269662
0.10989010989010989	0.016853932584269662
0.12087912087912088	0.016853932584269662
0.12087912087912088	0.02247191011235955
0.13186813186813187	0.02247191011235955
0.13186813186813187	0.028089887640449437
0.13186813186813187	0.033707865168539325
0.14285714285714285	0.033707865168539325
0.15384615384615385	0.033707865168539325
0.15384615384615385	0.03932584269662921
0.16483516483516483	0.03932584269662921
0.17582417582417584	0.03932584269662921
0.18681318681318682	0.03932584269662921
0.1978021978021978	0.03932584269662921
0.2087912087912088	0.03932584269662921
0.2087912087912088	0.0449438202247191
0.21978021978021978	0.0449438202247191
0.21978021978021978	0.05056179775280899
0.21978021978021978	0.056179775280898875
0.23076923076923078	0.056179775280898875
0.24175824175824176	0.056179775280898875
0.25274725274725274	0.056179775280898875
0.26373626373626374	0.056179775280898875
0.27472527472527475	0.056179775280898875
0.2857142857142857	0.056179775280898875
0.2967032967032967	0.056179775280898875
0.3076923076923077	0.056179775280898875
0.31868131868131866	0.056179775280898875
0.31868131868131866	0.06179775280898876
0.31868131868131866	0.06741573033707865
0.31868131868131866	0.07303370786516854
0.32967032967032966	0.07303370786516854
0.34065934065934067	0.07303370786516854
0.34065934065934067	0.07865168539325842
0.3516483516483517	0.07865168539325842
0.3626373626373626	0.07865168539325842
0.37362637362637363	0.07865168539325842
0.37362637362637363	0.08426966292134831
0.37362637362637363	0.0898876404494382
0.38461538461538464	0.0898876404494382
0.3956043956043956	0.0898876404494382
0.4065934065934066	0.0898876404494382
0.4175824175824176	0.0898876404494382
0.42857142857142855	0.0898876404494382
0.43956043956043955	0.0898876404494382
0.43956043956043955	0.09550561797752809
0.43956043956043955	0.10112359550561797
0.43956043956043955	0.10674157303370786
0.45054945054945056	0.10674157303370786
0.45054945054945056	0.11235955056179775
0.46153846153846156	0.11235955056179775
0.46153846153846156	0.11797752808988764
0.4725274725274725	0.11797752808988764
0.4725274725274725	0.12359550561797752
0.4835164835164835	0.12359550561797752
0.4835164835164835	0.12921348314606743
0.4945054945054945	0.12921348314606743
0.5054945054945055	0.12921348314606743
0.5054945054945055	0.1348314606741573
0.5164835164835165	0.1348314606741573
0.5274725274725275	0.1348314606741573
0.5274725274725275	0.1404494382022472
0.5384615384615384	0.1404494382022472
0.5384615384615384	0.14606741573033707
0.5494505494505495	0.14606741573033707
0.5494505494505495	0.15168539325842698
0.5604395604395604	0.15168539325842698
0.5714285714285714	0.15168539325842698
0.5714285714285714	0.15730337078651685
0.5714285714285714	0.16292134831460675
0.5714285714285714	0.16853932584269662
0.5714285714285714	0.17415730337078653
0.5824175824175825	0.17415730337078653
0.5934065934065934	0.17415730337078653
0.6043956043956044	0.17415730337078653
0.6153846153846154	0.17415730337078653
0.6153846153846154	0.1797752808988764
0.6263736263736264	0.1797752808988764
0.6263736263736264	0.1853932584269663
0.6373626373626373	0.1853932584269663
0.6483516483516484	0.1853932584269663
0.6483516483516484	0.19101123595505617
0.6593406593406593	0.19101123595505617
0.6593406593406593	0.19662921348314608
0.6703296703296703	0.19662921348314608
0.6703296703296703	0.20224719101123595
0.6703296703296703	0.20786516853932585
0.6703296703296703	0.21348314606741572
0.6703296703296703	0.21910112359550563
0.6703296703296703	0.2247191011235955
0.6703296703296703	0.2303370786516854
0.6703296703296703	0.23595505617977527
0.6813186813186813	0.23595505617977527
0.6813186813186813	0.24157303370786518
0.6923076923076923	0.24157303370786518
0.6923076923076923	0.24719101123595505
0.7032967032967034	0.24719101123595505
0.7142857142857143	0.24719101123595505
0.7252747252747253	0.24719101123595505
0.7252747252747253	0.25280898876404495
0.7252747252747253	0.25842696629213485
0.7362637362637363	0.25842696629213485
0.7472527472527473	0.25842696629213485
0.7472527472527473	0.2640449438202247
0.7582417582417582	0.2640449438202247
0.7692307692307693	0.2640449438202247
0.7802197802197802	0.2640449438202247
0.7912087912087912	0.2640449438202247
0.8021978021978022	0.2640449438202247
0.8131868131868132	0.2640449438202247
0.8241758241758241	0.2640449438202247
0.8351648351648352	0.2640449438202247
0.8461538461538461	0.2640449438202247
0.8571428571428571	0.2640449438202247
0.8681318681318682	0.2640449438202247
0.8791208791208791	0.2640449438202247
0.8901098901098901	0.2640449438202247
0.9010989010989011	0.2640449438202247
0.9120879120879121	0.2640449438202247
0.9230769230769231	0.2640449438202247
0.9340659340659341	0.2640449438202247
0.945054945054945	0.2640449438202247
0.9560439560439561	0.2640449438202247
0.967032967032967	0.2640449438202247
0.967032967032967	0.2696629213483146
0.978021978021978	0.2696629213483146
0.978021978021978	0.2752808988764045
0.989010989010989	0.2752808988764045
1.0	0.2752808988764045
1.0	0.2808988764044944
1.0	0.28651685393258425
1.010989010989011	0.28651685393258425
1.021978021978022	0.28651685393258425
1.021978021978022	0.29213483146067415
1.032967032967033	0.29213483146067415
1.043956043956044	0.29213483146067415
1.043956043956044	0.29775280898876405
1.054945054945055	0.29775280898876405
1.065934065934066	0.29775280898876405
1.065934065934066	0.30337078651685395
1.065934065934066	0.3089887640449438
1.065934065934066	0.3146067415730337
1.0769230769230769	0.3146067415730337
1.0879120879120878	0.3146067415730337
1.098901098901099	0.3146067415730337
1.10989010989011	0.3146067415730337
1.10989010989011	0.3202247191011236
1.10989010989011	0.3258426966292135
1.10989010989011	0.33146067415730335
1.120879120879121	0.33146067415730335
1.1318681318681318	0.33146067415730335
1.1428571428571428	0.33146067415730335
1.1538461538461537	0.33146067415730335
1.1538461538461537	0.33707865168539325
1.164835164835165	0.33707865168539325
1.1758241758241759	0.33707865168539325
1.1868131868131868	0.33707865168539325
1.1868131868131868	0.34269662921348315
1.1978021978021978	0.34269662921348315
1.1978021978021978	0.34831460674157305
1.1978021978021978	0.3539325842696629
1.2087912087912087	0.3539325842696629
1.2197802197802199	0.3539325842696629
1.2197802197802199	0.3595505617977528
1.2307692307692308	0.3595505617977528
1.2307692307692308	0.3651685393258427
1.2417582417582418	0.3651685393258427
1.2527472527472527	0.3651685393258427
1.2637362637362637	0.3651685393258427
1.2637362637362637	0.3707865168539326
1.2637362637362637	0.37640449438202245
1.2747252747252746	0.37640449438202245
1.2747252747252746	0.38202247191011235
1.2747252747252746	0.38764044943820225
1.2857142857142858	0.38764044943820225
1.2857142857142858	0.39325842696629215
1.2967032967032968	0.39325842696629215
1.3076923076923077	0.39325842696629215
1.3076923076923077	0.398876404494382
1.3076923076923077	0.4044943820224719
1.3186813186813187	0.4044943820224719
1.3296703296703296	0.4044943820224719
1.3296703296703296	0.4101123595505618
1.3406593406593406	0.4101123595505618
1.3406593406593406	0.4157303370786517
1.3406593406593406	0.42134831460674155
1.3516483516483517	0.42134831460674155
1.3626373626373627	0.42134831460674155
1.3626373626373627	0.42696629213483145
1.3736263736263736	0.42696629213483145
1.3846153846153846	0.42696629213483145
1.3846153846153846	0.43258426966292135
1.3956043956043955	0.43258426966292135
1.3956043956043955	0.43820224719101125
1.3956043956043955	0.4438202247191011
1.4065934065934067	0.4438202247191011
1.4175824175824177	0.4438202247191011
1.4285714285714286	0.4438202247191011
1.4395604395604396	0.4438202247191011
1.4505494505494505	0.4438202247191011
1.4615384615384615	0.4438202247191011
1.4615384615384615	0.449438202247191
1.4725274725274726	0.449438202247191
1.4835164835164836	0.449438202247191
1.4945054945054945	0.449438202247191
1.5054945054945055	0.449438202247191
1.5054945054945055	0.4550561797752809
1.5164835164835164	0.4550561797752809
1.5164835164835164	0.4606741573033708
1.5274725274725274	0.4606741573033708
1.5274725274725274	0.46629213483146065
1.5384615384615385	0.46629213483146065
1.5384615384615385	0.47191011235955055
1.5384615384615385	0.47752808988764045
1.5384615384615385	0.48314606741573035
1.5494505494505495	0.48314606741573035
1.5604395604395604	0.48314606741573035
1.5714285714285714	0.48314606741573035
1.5824175824175823	0.48314606741573035
1.5934065934065933	0.48314606741573035
1.5934065934065933	0.4887640449438202
1.5934065934065933	0.4943820224719101
1.6043956043956045	0.4943820224719101
1.6043956043956045	0.5
1.6043956043956045	0.5056179775280899
1.6043956043956045	0.5112359550561798
1.6153846153846154	0.5112359550561798
1.6153846153846154	0.5168539325842697
1.6263736263736264	0.5168539325842697
1.6263736263736264	0.5224719101123596
1.6373626373626373	0.5224719101123596
1.6373626373626373	0.5280898876404494
1.6483516483516483	0.5280898876404494
1.6593406593406594	0.5280898876404494
1.6703296703296704	0.5280898876404494
1.6813186813186813	0.5280898876404494
1.6923076923076923	0.5280898876404494
1.7032967032967032	0.5280898876404494
1.7142857142857142	0.5280898876404494
1.7142857142857142	0.5337078651685393
1.7142857142857142	0.5393258426966292
1.7252747252747254	0.5393258426966292
1.7252747252747254	0.5449438202247191
1.7362637362637363	0.5449438202247191
1.7472527472527473	0.5449438202247191
1.7582417582417582	0.5449438202247191
1.7692307692307692	0.5449438202247191
1.7692307692307692	0.550561797752809
1.7802197802197801	0.550561797752809
1.7912087912087913	0.550561797752809
1.8021978021978022	0.550561797752809
1.8131868131868132	0.550561797752809
1.8131868131868132	0.5561797752808989
1.8241758241758241	0.5561797752808989
1.835164835164835	0.5561797752808989
1.8461538461538463	0.5561797752808989
1.8461538461538463	0.5617977528089888
1.8461538461538463	0.5674157303370787
1.8461538461538463	0.5730337078651685
1.8461538461538463	0.5786516853932584
1.8571428571428572	0.5786516853932584
1.8681318681318682	0.5786516853932584
1.8681318681318682	0.5842696629213483
1.8681318681318682	0.5898876404494382
1.879120879120879	0.5898876404494382
1.879120879120879	0.5955056179775281
1.89010989010989	0.5955056179775281
1.901098901098901	0.5955056179775281
1.9120879120879122	0.5955056179775281
1.9120879120879122	0.601123595505618
1.9120879120879122	0.6067415730337079
1.9120879120879122	0.6123595505617978
1.9120879120879122	0.6179775280898876
1.9230769230769231	0.6179775280898876
1.934065934065934	0.6179775280898876
1.934065934065934	0.6235955056179775
1.945054945054945	0.6235955056179775
1.945054945054945	0.6292134831460674
1.956043956043956	0.6292134831460674
1.956043956043956	0.6348314606741573
1.967032967032967	0.6348314606741573
1.978021978021978	0.6348314606741573
1.989010989010989	0.6348314606741573
2.0	0.6348314606741573
2.0	0.6404494382022472
2.0	0.6460674157303371
2.0	0.651685393258427
2.010989010989011	0.651685393258427
2.010989010989011	0.6573033707865169
2.021978021978022	0.6573033707865169
2.032967032967033	0.6573033707865169
2.043956043956044	0.6573033707865169
2.043956043956044	0.6629213483146067
2.0549450549450547	0.6629213483146067
2.065934065934066	0.6629213483146067
2.076923076923077	0.6629213483146067
2.076923076923077	0.6685393258426966
2.076923076923077	0.6741573033707865
2.076923076923077	0.6797752808988764
2.087912087912088	0.6797752808988764
2.087912087912088	0.6853932584269663
2.087912087912088	0.6910112359550562
2.098901098901099	0.6910112359550562
2.098901098901099	0.6966292134831461
2.10989010989011	0.6966292134831461
2.10989010989011	0.702247191011236
2.120879120879121	0.702247191011236
2.131868131868132	0.702247191011236
2.142857142857143	0.702247191011236
2.142857142857143	0.7078651685393258
2.142857142857143	0.7134831460674157
2.1538461538461537	0.7134831460674157
2.1538461538461537	0.7191011235955056
2.1648351648351647	0.7191011235955056
2.1758241758241756	0.7191011235955056
2.1868131868131866	0.7191011235955056
2.1868131868131866	0.7247191011235955
2.1868131868131866	0.7303370786516854
2.197802197802198	0.7303370786516854
2.197802197802198	0.7359550561797753
2.197802197802198	0.7415730337078652
2.208791208791209	0.7415730337078652
2.208791208791209	0.7471910112359551
2.208791208791209	0.7528089887640449
2.208791208791209	0.7584269662921348
2.208791208791209	0.7640449438202247
2.208791208791209	0.7696629213483146
2.21978021978022	0.7696629213483146
2.230769230769231	0.7696629213483146
2.230769230769231	0.7752808988764045
2.230769230769231	0.7808988764044944
2.230769230769231	0.7865168539325843
2.241758241758242	0.7865168539325843
2.241758241758242	0.7921348314606742
2.2527472527472527	0.7921348314606742
2.2637362637362637	0.7921348314606742
2.2747252747252746	0.7921348314606742
2.2857142857142856	0.7921348314606742
2.2857142857142856	0.797752808988764
2.2857142857142856	0.8033707865168539
2.2967032967032965	0.8033707865168539
2.2967032967032965	0.8089887640449438
2.2967032967032965	0.8146067415730337
2.3076923076923075	0.8146067415730337
2.3076923076923075	0.8202247191011236
2.318681318681319	0.8202247191011236
2.318681318681319	0.8258426966292135
2.32967032967033	0.8258426966292135
2.32967032967033	0.8314606741573034
2.340659340659341	0.8314606741573034
2.340659340659341	0.8370786516853933
2.3516483516483517	0.8370786516853933
2.3626373626373627	0.8370786516853933
2.3626373626373627	0.8426966292134831
2.3736263736263736	0.8426966292134831
2.3846153846153846	0.8426966292134831
2.3956043956043955	0.8426966292134831
2.4065934065934065	0.8426966292134831
2.4065934065934065	0.848314606741573
2.4175824175824174	0.848314606741573
2.4285714285714284	0.848314606741573
2.4285714285714284	0.8539325842696629
2.4395604395604398	0.8539325842696629
2.4505494505494507	0.8539325842696629
2.4505494505494507	0.8595505617977528
2.4505494505494507	0.8651685393258427
2.4505494505494507	0.8707865168539326
2.4615384615384617	0.8707865168539326
2.4725274725274726	0.8707865168539326
2.4835164835164836	0.8707865168539326
2.4945054945054945	0.8707865168539326
2.4945054945054945	0.8764044943820225
2.4945054945054945	0.8820224719101124
2.5054945054945055	0.8820224719101124
2.5054945054945055	0.8876404494382022
2.5164835164835164	0.8876404494382022
2.5274725274725274	0.8876404494382022
2.5384615384615383	0.8876404494382022
2.5494505494505493	0.8876404494382022
2.5494505494505493	0.8932584269662921
2.5494505494505493	0.898876404494382
2.5604395604395602	0.898876404494382
2.5604395604395602	0.9044943820224719
2.5714285714285716	0.9044943820224719
2.5824175824175826	0.9044943820224719
2.5934065934065935	0.9044943820224719
2.6043956043956045	0.9044943820224719
2.6043956043956045	0.9101123595505618
2.6153846153846154	0.9101123595505618
2.6263736263736264	0.9101123595505618
2.6373626373626373	0.9101123595505618
2.6483516483516483	0.9101123595505618
2.6483516483516483	0.9157303370786517
2.6483516483516483	0.9213483146067416
2.659340659340659	0.9213483146067416
2.67032967032967	0.9213483146067416
2.681318681318681	0.9213483146067416
2.681318681318681	0.9269662921348315
2.6923076923076925	0.9269662921348315
2.7032967032967035	0.9269662921348315
2.7032967032967035	0.9325842696629213
2.7032967032967035	0.9382022471910112
2.7032967032967035	0.9438202247191011
2.7142857142857144	0.9438202247191011
2.7252747252747254	0.9438202247191011
2.7252747252747254	0.949438202247191
2.7252747252747254	0.9550561797752809
2.7252747252747254	0.9606741573033708
2.7252747252747254	0.9662921348314607
2.7252747252747254	0.9719101123595506
2.7362637362637363	0.9719101123595506
2.7362637362637363	0.9775280898876404
2.7472527472527473	0.9775280898876404
2.758241758241758	0.9775280898876404
2.769230769230769	0.9775280898876404
2.769230769230769	0.9831460674157303
2.78021978021978	0.9831460674157303
2.78021978021978	0.9887640449438202
2.791208791208791	0.9887640449438202
2.802197802197802	0.9887640449438202
2.802197802197802	0.9943820224719101
2.802197802197802	1.0
2.8131868131868134	1.0
